date,open,high,low,close,volume
2021-04-22 02:50:00+00:00,1.20444,1.2045,1.20438,1.20444,87
2021-04-22 02:55:00+00:00,1.20444,1.20469,1.2044,1.20468,246
2021-04-22 03:00:00+00:00,1.20469,1.20469,1.20442,1.20448,192
2021-04-22 03:05:00+00:00,1.20452,1.20459,1.2044,1.20454,149
2021-04-22 03:10:00+00:00,1.20452,1.20458,1.20442,1.20443,148
2021-04-22 03:15:00+00:00,1.20441,1.20456,1.20438,1.20444,144
2021-04-22 03:20:00+00:00,1.20446,1.20454,1.20442,1.2045,139
2021-04-22 03:25:00+00:00,1.20451,1.20456,1.2044,1.20444,184
2021-04-22 03:30:00+00:00,1.20443,1.20444,1.20402,1.20408,165
2021-04-22 03:35:00+00:00,1.20409,1.20414,1.20385,1.20385,107
2021-04-22 03:40:00+00:00,1.20384,1.20404,1.2038,1.2039,282
2021-04-22 03:45:00+00:00,1.20388,1.20402,1.20384,1.20394,200
2021-04-22 03:50:00+00:00,1.20395,1.20395,1.20379,1.2038,169
2021-04-22 03:55:00+00:00,1.20379,1.20388,1.20354,1.20364,145
2021-04-22 04:00:00+00:00,1.20365,1.20374,1.20359,1.20364,90
2021-04-22 04:05:00+00:00,1.20366,1.20374,1.20354,1.20364,113
2021-04-22 04:10:00+00:00,1.20363,1.20363,1.20334,1.20344,229
2021-04-22 04:15:00+00:00,1.20342,1.20351,1.20326,1.20338,294
2021-04-22 04:20:00+00:00,1.20339,1.20352,1.20333,1.2035,202
2021-04-22 04:25:00+00:00,1.20352,1.2036,1.20343,1.20344,79
2021-04-22 04:30:00+00:00,1.20346,1.20351,1.20342,1.20346,57
2021-04-22 04:35:00+00:00,1.20346,1.20347,1.20324,1.2033,112
2021-04-22 04:40:00+00:00,1.20329,1.20346,1.20329,1.20341,130
2021-04-22 04:45:00+00:00,1.2034,1.20341,1.20324,1.20326,68
2021-04-22 04:50:00+00:00,1.20326,1.20341,1.20326,1.20336,151
2021-04-22 04:55:00+00:00,1.20334,1.20341,1.20329,1.20338,102
2021-04-22 05:00:00+00:00,1.20337,1.20343,1.20323,1.20333,112
2021-04-22 05:05:00+00:00,1.20331,1.20341,1.20324,1.20327,100
2021-04-22 05:10:00+00:00,1.20326,1.20328,1.20308,1.20316,106
2021-04-22 05:15:00+00:00,1.20315,1.20334,1.20315,1.2033,99
2021-04-22 05:20:00+00:00,1.20332,1.20336,1.20314,1.20314,99
2021-04-22 05:25:00+00:00,1.20315,1.20325,1.20314,1.20325,69
2021-04-22 05:30:00+00:00,1.20326,1.20334,1.20314,1.20329,103
2021-04-22 05:35:00+00:00,1.2033,1.20345,1.20326,1.20344,92
2021-04-22 05:40:00+00:00,1.20346,1.20352,1.20343,1.2035,98
2021-04-22 05:45:00+00:00,1.20348,1.20356,1.20345,1.20354,99
2021-04-22 05:50:00+00:00,1.20356,1.20373,1.20355,1.2037,187
2021-04-22 05:55:00+00:00,1.20368,1.20368,1.20325,1.20339,150
2021-04-22 06:00:00+00:00,1.20337,1.20351,1.20306,1.2032,395
2021-04-22 06:05:00+00:00,1.20319,1.20354,1.20319,1.2035,288
2021-04-22 06:10:00+00:00,1.20349,1.2035,1.20304,1.20307,353
2021-04-22 06:15:00+00:00,1.20308,1.20318,1.203,1.20311,44
